name,price,odometer,is_dealer,link,condition,fuel,paint color,title status,transmission,type,cylinders,drive,location,VIN,est. monthly pmt
2008 Ford F150 Crew Cab 2WD,8900,"196,000",0,https://www.craigslist.org/view/d/richmond-2008-ford-f150-crew-cab-2wd/o1DWP31veJJhLLarueppkN,excellent,gas,silver,clean,automatic,pickup,8 cylinders,rwd,Richmond,1FTRW12N48FB87409,
2022 Ford F150 - Platinum EcoBoost V6,59800,"66,900",0,https://www.craigslist.org/view/d/richmond-2022-ford-f150-platinum/5sTp3MnfGdcEhp65gHbqF7,like new,gas,white,clean,automatic,pickup,6 cylinders,4wd,richmond,,
2009 Toyota Matrix XR (AWD) Clean title,5499,"279,000",0,https://www.craigslist.org/view/d/richmond-2009-toyota-matrix-xr-awd/mqBxjUKqr6b1kvva2A4KHd,good,gas,silver,clean,automatic,hatchback,4 cylinders,4wd,Richmond,,
2009 Kia Sadona  LX,5950,"239,750",0,https://www.craigslist.org/view/d/richmond-northeast-2009-kia-sadona-lx/dk4xy22sP2tfFdFniYoeue,good,gas,blue,clean,automatic,van,6 cylinders,fwd,richmond bc east,,
"2012 Nissan Versa , hatchback. One owner",4300,"296,990",0,https://www.craigslist.org/view/d/richmond-2012-nissan-versa-hatchback/iBLeW7wm45uEwBauFJn3wL,good,gas,,clean,automatic,hatchback,,,Richmond,,
Jaguar F-Type S,25000,"113,500",0,https://www.craigslist.org/view/d/richmond-jaguar-type/drCQGC1HeA18yqGArMYjsW,excellent,gas,red,clean,automatic,convertible,6 cylinders,rwd,Richmond,,
2016 Volkswagen Golf R 6sp. manual – Immaculate Condition!,32500,"85,000",0,https://www.craigslist.org/view/d/delta-2016-volkswagen-golf-6sp-manual/eb7kYZ4C9F375RVXWT9Sze,,gas,,clean,manual,hatchback,,,Delta,WVWUF7AU9GW105072,
2013 BMW X6 sport,19000,"80,000",0,https://www.craigslist.org/view/d/richmond-south-2013-bmw-x6-sport/tWNTMhTqLCZixTxyMpATky,excellent,gas,black,clean,automatic,SUV,6 cylinders,4wd,Richmond,,
2008 Mercedes Benz E350 4 matic,4900,"177,000",0,https://www.craigslist.org/view/d/richmond-south-2008-mercedes-benz-e350/9izGWMoC8teJdJGbaVE9BW,good,gas,grey,clean,automatic,sedan,6 cylinders,4wd,Richmond,,
2019 5.7 v8 DODGE RAM CLASSIC 137km,20600,"137,000",0,https://www.craigslist.org/view/d/vancouver-v8-dodge-ram-classic-137km/aGf8Bnm7GYfJP8vd3oAXbS,,gas,,rebuilt,automatic,truck,8 cylinders,4wd,Vancouver,,
2004 FORD ECONOLINE,3500,"200,000",0,https://www.craigslist.org/view/d/richmond-2004-ford-econoline/itnqdJNMgkaWGbzoCFqJpm,good,gas,white,clean,automatic,van,6 cylinders,rwd,"RICHMOND, B.C.",,
1993 Cadillac Deville,7000,"150,000",0,https://www.craigslist.org/view/d/richmond-1993-cadillac-deville/xzX8mi1ZBHjZMgjxii6UKh,like new,gas,white,clean,automatic,sedan,8 cylinders,rwd,RICHMOND,,
2014 Audi A7 TDI,16800,"180,000",0,https://www.craigslist.org/view/d/richmond-southeast-2014-audi-a7-tdi/niQzpGVbmBmmiGBLi2rGfj,,diesel,,clean,automatic,,,,Richmond,,
2002 Infinity Q45 sports $6888,7888,"158,000",0,https://www.craigslist.org/view/d/richmond-west-2002-infinity-q45-sports/mpdJkWtahmKt2zV7nPQsZu,excellent,gas,silver,clean,automatic,sedan,8 cylinders,rwd,Thompson,,
2017 Jaguar F-Pace S,13800,"165,000",0,https://www.craigslist.org/view/d/richmond-2017-jaguar-pace/jU3H7nZ1Rph7cLfE37J6Fo,like new,gas,white,clean,automatic,SUV,4 cylinders,4wd,Richmond,,
2008 Daihatsu Tanto,7800,"100,000",0,https://www.craigslist.org/view/d/richmond-2008-daihatsu-tanto/wxnABEgFyTDZBRBupzVkzv,like new,gas,black,clean,automatic,wagon,3 cylinders,fwd,Richmond,,
2010 Infinti EX35,6900,"229,000",0,https://www.craigslist.org/view/d/richmond-2010-infinti-ex35/j4KDwBdR5Hdfqpz4QcJWV7,excellent,gas,black,clean,automatic,SUV,6 cylinders,4wd,Richmond,,
2008 BMW X3 low kms,6800,"116,000",0,https://www.craigslist.org/view/d/richmond-2008-bmw-x3-low-kms/5uLUvK7Ehn2g1BdZkRt7z6,excellent,gas,,clean,automatic,SUV,,,Richmond,,
2023 Honda CR-V LX AWD,31550,"51,427",0,https://www.craigslist.org/view/d/richmond-south-2023-honda-cr-lx-awd/mP2zx3dT6Ym69RrGNYjYFL,excellent,gas,black,clean,automatic,SUV,4 cylinders,,Richmond,,
2018 Hyundai Santa Fe,12500,"130,000",0,https://www.craigslist.org/view/d/richmond-southwest-2018-hyundai-santa-fe/o38YFFXLmhYwmBX9TWCULy,like new,gas,white,clean,automatic,SUV,4 cylinders,4wd,richmond,,
2013 Rav 4 Toyota Rav4,9900,"155,000",0,https://www.craigslist.org/view/d/richmond-2013-rav-toyota-rav4/6HH5pthwyPRzEKFZqoYYbL,good,gas,red,rebuilt,automatic,SUV,4 cylinders,fwd,Richmond,,
2019 Mercedes-Benz E300,35000,"28,000",0,https://www.craigslist.org/view/d/richmond-southwest-2019-mercedes-benz/nYfGzqj2x732PKnF8WGExb,excellent,gas,black,clean,automatic,sedan,4 cylinders,4wd,Richmond,,
2005 Mercedes Benz E320 CDI,13000,"250,000",0,https://www.craigslist.org/view/d/richmond-northeast-2005-mercedes-benz/usaoPWrT4dHzrq8Atxm2e5,excellent,diesel,silver,clean,automatic,sedan,6 cylinders,rwd,Richmond,,
2011 DODGE JOURNEY RT,4000,"218,500",0,https://www.craigslist.org/view/d/richmond-southeast-2011-dodge-journey-rt/nTvCFkWdEozjTUYypYUKhz,good,gas,orange,clean,automatic,SUV,6 cylinders,4wd,RICHMOND,,
"2010 VW Touareg TDI - 172,700 km",9800,"172,700",0,https://www.craigslist.org/view/d/richmond-2010-vw-touareg-tdi-km/6dVKzwrS3KKRFPAPhkW3mc,,diesel,brown,clean,automatic,SUV,6 cylinders,4wd,Richmond,,
2016 Jeep Patriot,8400,"93,400",0,https://www.craigslist.org/view/d/richmond-2016-jeep-patriot/kSHVpnWiu948bYeXoS5Ekk,good,gas,red,clean,manual,SUV,6 cylinders,rwd,Richmond,,
2010 Touareg TDI diesel,8900,"343,000",0,https://www.craigslist.org/view/d/richmond-2010-touareg-tdi-diesel/p1PmeRni4VDyfuByrZwsgv,excellent,diesel,grey,clean,automatic,SUV,6 cylinders,4wd,Richmond,,
"2008 Honda Civic EX  198,000 km -$5,800 OBO",5800,"198,000",0,https://www.craigslist.org/view/d/richmond-2008-honda-civic-ex-km-obo/oVcsoRH3iQFBu8FBfpvt6x,excellent,gas,,clean,automatic,,,,Richmond,,
2012 MINI Cooper Countryman - Low KM,12000,"72,868",0,https://www.craigslist.org/view/d/richmond-2012-mini-cooper-countryman/3KujLmHBRG9dHmgWg3ar6E,excellent,gas,white,clean,automatic,coupe,4 cylinders,4wd,Richmond,,
CADILLAC XLR 2006,35000,"120,166",0,https://www.craigslist.org/view/d/delta-southeast-cadillac-xlr-2006/hir5MX8LRdWTqyTgcGtkgg,like new,gas,brown,clean,automatic,convertible,8 cylinders,,Tsawassen,1G6YV36A565602431,
1982 Mercedes 380SL,13500,"150,000",0,https://www.craigslist.org/view/d/delta-southeast-1982-mercedes-380sl/s2ohPxkdNPbGkpbDixkURz,excellent,gas,blue,clean,automatic,convertible,,,Tsawassen,,
2005 Lincoln Navigator,3600,"252,800",0,https://www.craigslist.org/view/d/richmond-2005-lincoln-navigator/fQ7k6nmkynD2SRRDs1W3i3,fair,gas,custom,clean,automatic,SUV,8 cylinders,4wd,Richmond,,
2008 Toyota Prius,8000,"182,000",0,https://www.craigslist.org/view/d/richmond-2008-toyota-prius/5x2L9gFnn3obLZfdr1cx7E,good,gas,,clean,automatic,hatchback,,,richmond,,
2010 Mazda mazdaspeed3 - Pearl White,13000,"120,000",0,https://www.craigslist.org/view/d/richmond-southwest-2010-mazda/2akLQtngNS9fD6PPPeF7cq,excellent,gas,white,clean,manual,hatchback,4 cylinders,fwd,Richmond,,
2017 Kia Sorento SX Turbo AWD,13900,"146,600",0,https://www.craigslist.org/view/d/richmond-west-2017-kia-sorento-sx-turbo/qpbKCLMHjcbEoMzKzPfE5a,good,gas,silver,clean,automatic,SUV,4 cylinders,4wd,richmond,,
2014 BMW X3 xDrive28i,12995,"110,200",0,https://www.craigslist.org/view/d/richmond-2014-bmw-x3-xdrive28i/hkgERqxUJ9x2P76EGzEMBr,,gas,,clean,automatic,,,,Richmond,,
2015 Audi Q7 Vorsprung Edition,11800,"138,000",0,https://www.craigslist.org/view/d/richmond-west-2015-audi-q7-vorsprung/3voUs3RrVwPsEoKQX5TbMT,excellent,gas,,clean,automatic,SUV,6 cylinders,4wd,Richmond,,
1964 convertible Plymouth valiant,14500,1,0,https://www.craigslist.org/view/d/richmond-south-1964-convertible/ig3dMwUUeSZm7PhLRjbnzn,excellent,gas,white,clean,automatic,convertible,,,Richmond,,
2014 Nissan Versa Note SV clean title,8000,"116,500",0,https://www.craigslist.org/view/d/richmond-northeast-2014-nissan-versa/ce8Zs9NuC94PpHpagWMbrW,good,gas,blue,clean,automatic,hatchback,4 cylinders,fwd,richmond,,
2010 Dodge challenger,6500,"240,000",0,https://www.craigslist.org/view/d/richmond-2010-dodge-challenger/69e5nzejbxEr34wJbwX4H9,good,gas,white,clean,automatic,coupe,6 cylinders,rwd,Richmond,,
2004 Acura MDX Automatic Touring AWD,4200,"335,000",0,https://www.craigslist.org/view/d/richmond-2004-acura-mdx-automatic/8RQF4BPA3BA71GNUQJ2Jxi,excellent,gas,silver,clean,automatic,SUV,6 cylinders,,Richmond,,
2019 Ford Expedition Limited Stealth,43000,"70,000",0,https://www.craigslist.org/view/d/richmond-northeast-2019-ford-expedition/nALnv5iH97S43M6gxkDDaH,,gas,grey,clean,automatic,SUV,,4wd,richmond,,
1990 Mercedes Benz SL 500,16500,"171,000",0,https://www.craigslist.org/view/d/richmond-southwest-1990-mercedes-benz/8VPQgHLb6NyGKamnFaCjsR,excellent,gas,silver,clean,automatic,convertible,,,richmond,,
Toyota camry for sale,4500,"249,000",0,https://www.craigslist.org/view/d/richmond-toyota-camry-for-sale/54pMmh1djg83mnYVqbdzd6,excellent,gas,,clean,automatic,sedan,,,Richmond,,
2003 Nissan Murano AWD SL,3400,"160,000",0,https://www.craigslist.org/view/d/richmond-southwest-2003-nissan-murano/vbNMrqCg1ZuSGimz6ux3XB,good,gas,grey,clean,automatic,SUV,6 cylinders,4wd,Richmond,,
2006 Lexus RX 400h,7980,"210,000",0,https://www.craigslist.org/view/d/richmond-southwest-2006-lexus-rx-400h/7YJMqd3rLLqF2PPBbxeGWe,excellent,hybrid,,clean,automatic,SUV,6 cylinders,,Richmond,,
2019 Toyota Camry,7800,"66,000",0,https://www.craigslist.org/view/d/richmond-southeast-2019-toyota-camry/ofQeWpf6De8LPEFY1EAuHs,good,gas,white,clean,automatic,sedan,4 cylinders,fwd,richmond,,
2013 Infiniti QX56,10000,"330,000",0,https://www.craigslist.org/view/d/richmond-2013-infiniti-qx56/gBCRwt7o4jUew2dp3MLRW8,excellent,gas,,clean,automatic,,8 cylinders,4wd,Richmond,,
2018 Jeep Grand Cherokee Summit Edition – LUXURY MEETS POWER! reduced,26500,"112,000",0,https://www.craigslist.org/view/d/richmond-northeast-2018-jeep-grand/nQZ48pHVSFhEAcuaMKPYMp,good,gas,black,clean,automatic,SUV,8 cylinders,4wd,richmond,,
2002 Dodge Dakota Sport,7500,"280,000",0,https://www.craigslist.org/view/d/richmond-west-2002-dodge-dakota-sport/eNb8Kp75zWC9wEiKJYiBuL,good,gas,blue,clean,automatic,pickup,8 cylinders,4wd,Richmond,,
2013 Ford Transit Connect XLT,12800,"91,009",0,https://www.craigslist.org/view/d/richmond-2013-ford-transit-connect-xlt/uQQnrYZHA2kJiBS8nTFAZu,good,gas,black,clean,automatic,van,4 cylinders,fwd,richmond,,
"2012 Kia Sorento LX V6 | Local BC Vehicle | Full Service Records | $3,",3999,"304,293",0,https://www.craigslist.org/view/d/richmond-2012-kia-sorento-lx-v6-local/8yCX429viyJmRMo1kE28rZ,,gas,,clean,automatic,SUV,6 cylinders,4wd,richmond,5XYKTDA21CG271624,
2009 Toyota Matrix | Local BC Vehicle | No Accidents | Service Done |,7999,"255,441",0,https://www.craigslist.org/view/d/richmond-2009-toyota-matrix-local-bc/tPvuwFwNgzX7FbiK85RFmW,,gas,red,clean,automatic,sedan,4 cylinders,,richmond,2T1KU40E59C050931,
2011 Volkswagen Tiguan SEL 4-motion,8495,"155,753",0,https://www.craigslist.org/view/d/richmond-2011-volkswagen-tiguan-sel/sq89YQEpcJTeAJPYNzGA4G,,gas,,clean,automatic,,,,Richmond,,
2009 Ford Escape V6 AWD,8995,"184,968",0,https://www.craigslist.org/view/d/richmond-2009-ford-escape-v6-awd/3PG28CxKxqxErDuMEGnPBQ,,gas,,clean,automatic,SUV,,,Richmond,,
2016 Kia Sedona (No accidents),11995,"154,015",0,https://www.craigslist.org/view/d/richmond-2016-kia-sedona-no-accidents/sKrASuvQyRjwrnSBqjjQno,,gas,,clean,automatic,minivan,,,Richmond,,
1999 Land Rover Discovery 2,5500,"220,000",0,https://www.craigslist.org/view/d/richmond-1999-land-rover-discovery/dA3oUCiAqAL9hkP5GZWFLy,good,gas,,clean,automatic,SUV,,,Richmond,,
2021 Nissan Rogue Platinum AWD,28000,"26,355",0,https://www.craigslist.org/view/d/surrey-2021-nissan-rogue-platinum-awd/d6PJAGHrYP2a9gHkLWrMmN,,gas,black,clean,automatic,SUV,4 cylinders,4wd,Surrey,,
2007 Volvo S80 - Fully Loaded! - $9500,9500,"98,200",0,https://www.craigslist.org/view/d/richmond-southwest-2007-volvo-s80-fully/xsQHr3QyYXYLfAB7QULE9U,excellent,gas,,clean,automatic,,,,Richmond,,
2018 Hyundai Santa Fe Limited,12900,"82,000",0,https://www.craigslist.org/view/d/richmond-west-2018-hyundai-santa-fe/84L5GzDFCpT6jxXD3b5Fbw,,gas,grey,rebuilt,automatic,SUV,,,richmond,,
"2015 Lexus IS250, AWD, 4dr Sedan",20999,"86,800",0,https://www.craigslist.org/view/d/richmond-2015-lexus-is250-awd-4dr-sedan/havi2vNnNgr2bEjX1jpidN,excellent,gas,grey,clean,automatic,sedan,,4wd,Richmond,,
2013 Chevrolet Camaro 2SS Extremely Low KM！,33900,"14,700",0,https://www.craigslist.org/view/d/richmond-2013-chevrolet-camaro-2ss/mxtywm4Xtaxc18f4Norh9D,like new,gas,orange,clean,automatic,coupe,8 cylinders,rwd,RICHMOND,2G1FK1EJ6D9173103,
2017 JAGUAR XJ R-SPORT  Extremely Low Mileage!,32900,"30,600",0,https://www.craigslist.org/view/d/richmond-2017-jaguar-xj-sport-extremely/6v9m7wdXuV6WLh1LAn4iUW,like new,gas,grey,clean,automatic,sedan,6 cylinders,4wd,RICHMOND,SAJXJ1GD0H8W11610,
2009 Nissan x trail diesel,9800,"177,000",0,https://www.craigslist.org/view/d/richmond-northeast-2009-nissan-trail/ndP29d2THwCVmnaRKuVtth,excellent,diesel,,clean,manual,,4 cylinders,4wd,richmond,,
2008 Nissan Caravan 4x4 Diesel,17500,"99,600",0,https://www.craigslist.org/view/d/richmond-northeast-2008-nissan-caravan/fbvroDq44sE4nS7MmEbdEA,,diesel,,clean,automatic,van,,4wd,langley,,
2010 Infiniti g37s convertible 6speed,23500,"199,632",0,https://www.craigslist.org/view/d/vancouver-2010-infiniti-g37s/mCWF57ULdBbgchqaZjMZck,excellent,gas,,rebuilt,manual,convertible,,,richmond,,
1995 Mitsubishi Delica L400,7900,"289,000",0,https://www.craigslist.org/view/d/richmond-southwest-1995-mitsubishi/kxaMbtUjvgjaoNszNP9b55,,diesel,,clean,automatic,,,,Richmond,,
2012 Toyota Tacoma TRD Off-Road,21995,"158,370",0,https://www.craigslist.org/view/d/richmond-2012-toyota-tacoma-trd-off-road/wFuGmWRyoMMiRQSMWgYbDk,good,gas,silver,clean,manual,pickup,6 cylinders,4wd,Richmond BC,,
Medium Gray 85 Mercedes-Benz  500,15000,"62,913",0,https://www.craigslist.org/view/d/richmond-southwest-medium-gray-85/6x422yPnhyHCSWxWgHoSzq,excellent,gas,grey,clean,automatic,,,,richmond,,
1999 Civic SiR K24A2,15300,"139,000",0,https://www.craigslist.org/view/d/delta-1999-civic-sir-k24a2/su2W8JtXW9Q4g7n1SuHQq9,like new,gas,black,clean,manual,coupe,4 cylinders,fwd,Delta,,
2001 Honda S2000 - Rebuilt Title,24500,"140,000",0,https://www.craigslist.org/view/d/delta-2001-honda-rebuilt-title/6Efbb8VRB4QX1aPU8fBfgh,excellent,gas,silver,clean,manual,convertible,4 cylinders,rwd,Delta,,
2000 Acura Integra,17600,"220,000",0,https://www.craigslist.org/view/d/delta-2000-acura-integra/xjSU2sCRhJ61jLacY5fgxn,like new,gas,silver,clean,manual,coupe,4 cylinders,fwd,Delta,,
JDM CR-V 5 Speed Manual RHD,7000,"204,250",0,https://www.craigslist.org/view/d/delta-jdm-cr-5-speed-manual-rhd/kfxbB4PY3qxkxB1yrY64Tp,good,gas,brown,clean,manual,SUV,4 cylinders,4wd,Delta,,
"2006 Lexus ES330 - 146,536 KM Local BC Vehicle",6500,"146,536",0,https://www.craigslist.org/view/d/richmond-2006-lexus-es-km-local-bc/sFRyJirE32PoTwSpc6Lkzk,fair,gas,,clean,automatic,sedan,,,Richmond,,
Convertible - Pontiac Solstice summer fun car,7500,"218,235",0,https://www.craigslist.org/view/d/richmond-convertible-pontiac-solstice/vpEVmZ5Y87wmYj71w56F8R,good,gas,blue,clean,manual,convertible,4 cylinders,rwd,richmond,,
"2016 Polaris Slingshot – Only 5,000 KM | One Owner | Rare Find",20888,"5,000",0,https://www.craigslist.org/view/d/richmond-west-2016-polaris-slingshot/fScFK7sqo8BSBSWsWqGkNA,like new,gas,grey,clean,manual,,4 cylinders,rwd,Richmond West,,
2017 Mercedes-AMG C43 Coupe 4Matic-Excellent Condition,31000,"88,000",0,https://www.craigslist.org/view/d/richmond-2017-mercedes-amg-c43-coupe/2yhwvWUsF36xrMKV74pS7T,excellent,gas,black,clean,automatic,coupe,6 cylinders,4wd,richmond,,
Tesla Model X 2017,25900,"168,000",0,https://www.craigslist.org/view/d/richmond-tesla-model-2017/uiUN9V4zZ6aH6pCa3mapH8,excellent,electric,silver,rebuilt,automatic,SUV,,4wd,Richmond BC,,
1996 f350XLT,32000,"290,000",0,https://www.craigslist.org/view/d/richmond-1996-f350xlt/5xDq3RmLLLRkazUhJXD7Nv,,diesel,blue,clean,manual,pickup,,,richmond,,
2020 Toyota Rav4 LE AWD ( clean title ),27500,"102,400",0,https://www.craigslist.org/view/d/richmond-2020-toyota-rav4-le-awd-clean/29cUg5LeXjZoJCq1HBc15J,excellent,gas,red,clean,automatic,SUV,,,Richmond,,
2008 Honda CR-V 4WD EX-L,11500,"175,000",0,https://www.craigslist.org/view/d/richmond-2008-honda-cr-4wd-ex/hLJuuqjtSuBN6sYTjV9t5X,excellent,gas,blue,clean,automatic,SUV,4 cylinders,4wd,Richmond,,
"2014 Ford Escape (No Accidents, <150,000km)",8400,"148,600",0,https://www.craigslist.org/view/d/richmond-2014-ford-escape-no-accidents/pYXQtRen4kZ4snaxQwnjSz,good,gas,silver,clean,automatic,SUV,4 cylinders,4wd,Richmond,1FMCU9GX6EUE30216,
2006 Toyota Rav4 4WD Sport Low Km,11500,"213,000",0,https://www.craigslist.org/view/d/richmond-2006-toyota-rav4-4wd-sport-low/mBiUrCgioZuVChedjKUqCj,excellent,gas,black,clean,automatic,SUV,4 cylinders,4wd,Richmond,,
2003 Toyota MR2 Spyder,13500,"91,000",0,https://www.craigslist.org/view/d/richmond-2003-toyota-mr2-spyder/8sdAZfbq7FYJ7yoJfwNU1K,good,gas,black,clean,automatic,convertible,4 cylinders,rwd,Richmond,JTDFR320630055796,
1914 CAMARO CONVERTSBLE,20500,"55,000",0,https://www.craigslist.org/view/d/richmond-1914-camaro-convertsble/4kFXDyuvA77KNky8VbqByd,excellent,gas,,clean,automatic,,6 cylinders,rwd,Steveston,,
"2016 NISSAN MAXIMA SR ONLY 1,100KM!!",21900,"1,009",0,https://www.craigslist.org/view/d/richmond-2016-nissan-maxima-sr-only/bPJYUMAYgg3J4anLhWe3J4,like new,gas,red,clean,automatic,sedan,6 cylinders,fwd,RICHMOND,1N4AA6AP2GC440302,
2017 Acura ILX A-Spec,15799,"375,000",0,https://www.craigslist.org/view/d/richmond-2017-acura-ilx-spec/g87yfPHYmaYtmL6frpGrdi,excellent,gas,white,clean,automatic,sedan,4 cylinders,fwd,Richmond,,
1961 Ford thunderbird,20000,"73,000",0,https://www.craigslist.org/view/d/port-coquitlam-north-1961-ford/qXX4YyADsDEZz1iQ5P3rrP,,gas,,clean,automatic,coupe,,,richmond,,
2007 Lexus RX350 for sale,8200,"246,000",0,https://www.craigslist.org/view/d/richmond-2007-lexus-rx350-for-sale/wesZPGw8nYWhUMdYxNCrPY,good,gas,silver,clean,automatic,SUV,4 cylinders,4wd,Richmond,,
2019 Porsche Cayenne – Private Sale,32000,"115,000",0,https://www.craigslist.org/view/d/richmond-2019-porsche-cayenne-private/87Bzuf9g3SMtSnFu1xVqU7,good,gas,grey,clean,automatic,SUV,6 cylinders,4wd,Richmond,,
2010 Mazda 5,6000,"180,000",0,https://www.craigslist.org/view/d/richmond-2010-mazda/4QzbWYMSUQQfZrjmdc4yQT,good,gas,grey,clean,automatic,wagon,4 cylinders,fwd,Richmond,JM1CR2W33A0377973,
2024 Hyundai Venue for Sale!,22500,"28,000",0,https://www.craigslist.org/view/d/richmond-2024-hyundai-venue-for-sale/raJqthE888XHk3M2gDshe9,like new,gas,blue,clean,automatic,SUV,,fwd,Richmond,,
1990 Porsche 964 c2 cabriolet Manual,71000,"200,000",0,https://www.craigslist.org/view/d/richmond-west-1990-porsche-964-c2/oNPabAzVCfW7vEKbiDEcjt,excellent,gas,white,clean,manual,convertible,6 cylinders,rwd,richmond,,
2024 Toyota Sienna Hybrid LE FWD 8 Seats,50000,"9,000",0,https://www.craigslist.org/view/d/richmond-2024-toyota-sienna-hybrid-le/vYkEQWPdYEsvwoTtsZZVqb,new,hybrid,grey,clean,automatic,minivan,4 cylinders,fwd,Richmond,,
2024 Toyota Sienna Hybrid LE FWD 8 Seats,50000,"9,000",0,https://www.craigslist.org/view/d/richmond-2024-toyota-sienna-hybrid-le/iT8KXdDJMdAV6WExD8JcRV,new,hybrid,grey,clean,automatic,minivan,4 cylinders,fwd,Richmond,,
2024 Toyota Sienna Hybrid LE FWD 8 Seats,50000,"9,000",0,https://www.craigslist.org/view/d/richmond-2024-toyota-sienna-hybrid-le/hwrnreQm82oTUDZkFmcyDe,new,hybrid,grey,clean,automatic,minivan,4 cylinders,fwd,Richmond,,
2024 Toyota Sienna Hybrid LE FWD 8 Seats,50000,"9,000",0,https://www.craigslist.org/view/d/richmond-2024-toyota-sienna-hybrid-le/vxDCpi7b6AUEX4rvdzSDXT,new,hybrid,grey,clean,automatic,minivan,4 cylinders,fwd,Richmond,,
2007 Ford fusion se – low km (121000km) | clean title,4300,"121,000",0,https://www.craigslist.org/view/d/richmond-2007-ford-fusion-se-low-km-km/p7TY5YCNHFFhRf2e4Uzr6K,excellent,gas,grey,clean,automatic,sedan,4 cylinders,fwd,Richmond,,
1998 Mercedes-Benz SLK 230 HARDTOP ROADSTER CONVERTIBLE COLLECTOR!,11980,"102,000",0,https://www.craigslist.org/view/d/north-vancouver-outer-east-1998/wfQdaiTBjP9CNhnUicVFQ2,good,gas,silver,clean,automatic,convertible,4 cylinders,,North Vancouver,,
Toyota Prius Loaded,18900,"110,000",0,https://www.craigslist.org/view/d/burnaby-toyota-prius-loaded/mHF1ELMdqWyzi7Uo76qmER,like new,hybrid,silver,clean,automatic,hatchback,4 cylinders,fwd,burnaby,,
2015 Range Rover Sport Supercharged Autobiography,18500,"236,000",0,https://www.craigslist.org/view/d/furry-creek-2015-range-rover-sport/r7Db9KihQC6T4ct3RP21tZ,excellent,gas,,clean,automatic,SUV,,,Lions Bay,,
2006 Subaru Impreza Hatchback,5300,"245,599",0,https://www.craigslist.org/view/d/north-vancouver-2006-subaru-impreza/1CJ1cUBseixXj1UYR3S9MM,good,gas,grey,clean,automatic,hatchback,4 cylinders,4wd,North Vancouver,,
2018 Toyota C-HR - One owner,17000,"100,000",0,https://www.craigslist.org/view/d/north-vancouver-2018-toyota-hr-one-owner/4qEZ4oydcZ9vsboYS5qsPc,excellent,gas,white,clean,automatic,sedan,4 cylinders,4wd,"North Vancouver, BC",,
Mercedes C250 4matic 2011,4500,"201,000",0,https://www.craigslist.org/view/d/west-vancouver-north-mercedes-c250/x7Npsr9fjDzQxK3ngLwkNf,excellent,gas,grey,rebuilt,automatic,coupe,6 cylinders,4wd,West Vancouver,,
1997 Camaro,5500,"231,790",0,https://www.craigslist.org/view/d/north-vancouver-1997-camaro/hDBkRDQbcGj3ZysaE1MKts,,gas,green,clean,manual,coupe,6 cylinders,rwd,Lower Lonsdale,2G1FP22K5V2144027,
2006 PT Cruiser convertible,3995,"130,000",0,https://www.craigslist.org/view/d/north-vancouver-2006-pt-cruiser/jo52aFNGYQn4uFGRQFK3ZK,excellent,gas,green,clean,automatic,convertible,4 cylinders,fwd,North Shore,,
Mitsubishi Lancer Evolution X,38988,"34,880",0,https://www.craigslist.org/view/d/north-vancouver-east-central-mitsubishi/mBeJgNjV7Uhv9wHUt9C3fi,like new,gas,,clean,automatic,sedan,4 cylinders,4wd,North Shore,,
